state,district,month,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,wind_direction,rain_probability,rain_duration_hours
Tamil Nadu,Tiruchirappalli,Dec-20,51.9,30,21,25.5,87,5.9,6.4,S,49%,1.8
Tamil Nadu,Tiruchirappalli,Dec-21,64.7,28,22,25,38,7.7,11,N,57%,1.8
Karnataka,Bengaluru,Nov-20,35.9,34,23,28.5,34,6.5,24.9,NW,52%,2.8
Karnataka,Mysuru,Oct-22,44.7,27,16,21.5,63,4.7,12.5,NW,90%,1.5
Tamil Nadu,Coimbatore,Aug-20,309.8,27,16,21.5,73,6.9,12.8,N,19%,3.8
Maharashtra,Mumbai,Mar-24,2.1,32,20,26,85,8,5.6,SW,13%,4.5
Maharashtra,Nashik,Oct-24,62.5,29,17,23,53,6.4,12.2,N,85%,3.7
Gujarat,Surat,Apr-24,61.6,27,19,23,73,9.5,10,S,52%,1.5
Tamil Nadu,Coimbatore,Apr-23,18,40,28,34,57,9.4,24,S,57%,0.3
Maharashtra,Nagpur,Sep-21,88,32,27,29.5,36,6.9,6,SW,53%,0.2
Tamil Nadu,Tiruchirappalli,Mar-23,32.2,31,19,25,57,5.3,22.1,SE,11%,3.3
Gujarat,Rajkot,Jun-22,90.6,26,16,21,79,7.6,18.2,W,62%,2.8
Maharashtra,Nashik,Dec-20,24.1,26,15,20.5,71,8.7,21.1,W,31%,3.3
Uttar Pradesh,Lucknow,Oct-22,13,28,18,23,55,6.1,5.1,S,68%,4.4
Maharashtra,Nashik,Jun-20,214.3,33,26,29.5,61,8.6,23.4,NW,38%,4.9
Uttar Pradesh,Lucknow,Sep-22,4.6,34,26,30,81,7.3,16.7,E,63%,2.3
Tamil Nadu,Madurai,Oct-20,7.8,37,27,32,47,9.8,14.7,N,10%,1.1
Tamil Nadu,Madurai,Jun-21,170.3,30,21,25.5,79,10,5.4,NW,89%,4
Tamil Nadu,Coimbatore,Aug-22,317.7,35,27,31,45,7.3,24.1,N,84%,3.8
Tamil Nadu,Madurai,Sep-21,146.9,31,24,27.5,78,8.2,5.7,SW,30%,3.7
Karnataka,Mangaluru,Nov-22,64.5,42,37,39.5,63,8.8,20.8,S,37%,1.3
Gujarat,Rajkot,Aug-24,355.2,42,32,37,89,6.8,18.2,SW,40%,4.1
Karnataka,Bengaluru,Jun-24,147.6,26,19,22.5,67,6.7,12.1,NE,32%,1.2
Uttar Pradesh,Lucknow,Aug-20,173.6,27,17,22,74,6.7,14.8,NE,24%,0.9
Maharashtra,Pune,Jul-23,273.6,42,33,37.5,32,7.3,12.9,W,62%,3.6
Maharashtra,Nagpur,Dec-20,42.8,28,19,23.5,74,5.3,17.6,SE,75%,1.9
Gujarat,Vadodara,Mar-21,38.8,28,16,22,50,9,23.2,NW,31%,2.3
Gujarat,Surat,May-20,12.5,31,19,25,72,5.4,16.5,NW,21%,0.6
Uttar Pradesh,Kanpur,Nov-24,63,30,22,26,76,9.5,13.1,SW,42%,1.9
Maharashtra,Pune,May-20,7.6,34,23,28.5,54,6.8,12.6,SE,69%,2.2
Tamil Nadu,Madurai,May-24,25.1,37,25,31,67,6.9,22.6,SE,66%,2.1
Gujarat,Vadodara,Apr-20,68.5,34,29,31.5,38,4.3,8.6,NW,56%,1.2
Uttar Pradesh,Varanasi,Sep-20,380.3,32,23,27.5,67,6.6,16.2,SE,52%,1.9
Maharashtra,Pune,Feb-21,9,33,26,29.5,78,5,6.7,NE,38%,3.7
Gujarat,Surat,Feb-23,44.1,40,29,34.5,44,9,11.7,W,59%,2.2
Karnataka,Mysuru,Jul-22,118.5,34,28,31,33,8.7,13.3,NE,73%,3.6
Tamil Nadu,Tiruchirappalli,Apr-21,58.9,26,20,23,54,8,15.4,NE,70%,2.4
Uttar Pradesh,Lucknow,Oct-20,9.6,42,34,38,35,6.5,20.2,N,73%,1.2
Gujarat,Ahmedabad,May-22,3,41,34,37.5,32,9.2,11.2,NW,82%,0.7
Karnataka,Bengaluru,Apr-22,66.1,28,17,22.5,82,9.3,17.7,E,28%,2.2
Karnataka,Bengaluru,Nov-23,34.3,28,18,23,34,7.1,25,W,34%,1.6
Tamil Nadu,Madurai,Dec-24,37.8,41,29,35,56,8.8,19.3,NE,72%,2.6
Uttar Pradesh,Varanasi,Jun-24,133.2,35,25,30,82,7.5,20.4,N,20%,2
Maharashtra,Nagpur,Jan-20,68.7,27,22,24.5,76,9.4,22.2,W,53%,0
Uttar Pradesh,Agra,Oct-23,72.7,27,15,21,50,8.5,13,S,86%,2.7
Tamil Nadu,Chennai,Sep-23,88.4,26,20,23,73,7.3,18.3,W,81%,3.4
Karnataka,Hubli,Jun-21,21.9,39,34,36.5,55,7.4,21.9,E,63%,2.2
Gujarat,Rajkot,Mar-22,43.2,36,25,30.5,83,5.3,15.4,S,37%,0.3
Maharashtra,Nagpur,Jul-21,102.7,38,31,34.5,42,4.3,11.4,SW,24%,3.2
Karnataka,Mangaluru,Oct-24,41.9,35,28,31.5,87,8.9,11.8,E,73%,0.1
Gujarat,Ahmedabad,Jul-24,167.7,27,16,21.5,58,4.8,17.2,E,48%,1.9
Uttar Pradesh,Agra,Jan-23,46.9,34,24,29,58,8.6,8.2,S,22%,1.3
Karnataka,Bengaluru,Feb-20,59.4,33,23,28,81,8.8,22.3,SW,34%,4.7
Uttar Pradesh,Lucknow,Oct-24,36.9,31,19,25,77,5.6,7.8,S,49%,3
Karnataka,Mysuru,Oct-21,70.2,41,33,37,79,8.3,22.2,NE,57%,2.2
Tamil Nadu,Chennai,May-22,6.9,25,18,21.5,69,7.6,10.4,NE,54%,0.6
Maharashtra,Pune,Dec-21,25.7,40,31,35.5,85,8.3,15.6,NW,67%,2.7
Karnataka,Mysuru,Jan-20,57.9,28,23,25.5,34,9.8,18.3,SE,57%,2.5
Tamil Nadu,Coimbatore,Feb-22,72.6,26,15,20.5,71,6.8,15,NE,64%,3.6
Maharashtra,Nagpur,Sep-24,64.4,35,28,31.5,38,7.2,23.5,NE,18%,2
Tamil Nadu,Madurai,Jan-22,30,37,28,32.5,81,5.9,21.1,S,61%,0
Maharashtra,Mumbai,Dec-21,21.9,26,20,23,34,5.5,8.8,SW,20%,2.3
Uttar Pradesh,Varanasi,Apr-24,68.1,30,19,24.5,41,4,9,NE,63%,4.1
Maharashtra,Nagpur,Oct-21,37.7,35,23,29,62,8.6,24.8,NW,70%,4.1
Gujarat,Surat,Jul-22,223.4,33,24,28.5,49,5.2,16.2,SE,11%,1.5
Tamil Nadu,Coimbatore,Jun-22,166.4,31,25,28,53,4.4,13.8,NE,34%,1.2
Tamil Nadu,Madurai,Mar-22,12,39,34,36.5,85,4.7,12.9,SW,73%,2.8
Tamil Nadu,Chennai,Feb-22,45.6,28,16,22,76,9.5,5.8,SW,89%,0.1
Maharashtra,Nagpur,Nov-22,40.4,38,26,32,80,4.6,19.8,N,68%,0.6
Uttar Pradesh,Agra,Aug-20,395.3,41,34,37.5,32,4.1,12.9,N,58%,4.5
Maharashtra,Nagpur,May-20,34.4,33,21,27,65,9.6,13.3,E,63%,2
Maharashtra,Pune,Mar-20,7.9,32,24,28,33,6.3,19.1,E,37%,3.8
Uttar Pradesh,Kanpur,Sep-20,84.7,28,23,25.5,37,5.4,15.2,SE,83%,1
Uttar Pradesh,Lucknow,Apr-22,11.4,34,28,31,56,5.2,9.3,NE,85%,1.8
Tamil Nadu,Chennai,Jul-21,382.5,41,32,36.5,40,5.2,22.4,S,20%,0
Tamil Nadu,Chennai,Nov-22,17,35,23,29,62,9.7,24.2,S,38%,4.8
Gujarat,Ahmedabad,Aug-20,128.3,30,25,27.5,81,4.3,15.3,W,27%,4.5
Uttar Pradesh,Kanpur,May-21,31.8,27,19,23,55,8.6,14.8,NW,14%,0.2
Karnataka,Mangaluru,Nov-23,2.4,32,27,29.5,82,4.7,8.6,SW,38%,2.2
Tamil Nadu,Tiruchirappalli,Mar-21,74.4,25,18,21.5,50,5.2,24.4,S,34%,1
Tamil Nadu,Madurai,Oct-21,70.7,25,15,20,80,4.7,21.7,S,40%,1.9
Maharashtra,Mumbai,Sep-23,373.3,38,32,35,43,8.5,12.4,NE,30%,1.5
Maharashtra,Pune,Jan-23,53.8,33,28,30.5,65,4,6.9,W,79%,0.2
Karnataka,Bengaluru,Dec-22,2.3,41,36,38.5,56,5.7,6.5,NE,75%,3.7
Tamil Nadu,Tiruchirappalli,Oct-24,5.6,38,30,34,83,7.4,17.6,SE,76%,3.8
Gujarat,Ahmedabad,Feb-24,59,29,19,24,58,7.5,15,NW,58%,3.6
Maharashtra,Nagpur,Mar-22,17.3,36,26,31,56,5.9,18.6,W,78%,4.1
Maharashtra,Nashik,Apr-24,4.4,38,27,32.5,52,7,5.1,E,23%,3.7
Tamil Nadu,Chennai,Dec-21,13.9,42,34,38,77,9.1,21.7,S,79%,4.6
Uttar Pradesh,Lucknow,Nov-20,61.6,35,30,32.5,53,8.1,10.2,NW,75%,2.3
Gujarat,Surat,Apr-20,53.7,28,17,22.5,30,6.4,18.4,W,85%,3.8
Karnataka,Mysuru,Dec-24,75.7,37,26,31.5,68,8.7,15.2,NW,68%,4.7
Gujarat,Ahmedabad,Jul-23,378.7,38,27,32.5,33,6.4,16,E,45%,4.8
Gujarat,Rajkot,Oct-23,28.4,26,21,23.5,35,7.4,9.9,E,52%,0.9
Maharashtra,Mumbai,Mar-23,36.2,35,28,31.5,56,5.1,7.5,W,18%,3.5
Gujarat,Rajkot,May-22,74.9,32,20,26,33,4.7,12.9,NE,16%,0.6
Karnataka,Mangaluru,Aug-22,170.8,36,24,30,67,5.6,6.7,W,84%,1.6
Tamil Nadu,Coimbatore,Jun-21,82.1,25,19,22,32,7,7.9,S,49%,1.8
Tamil Nadu,Tiruchirappalli,Mar-24,65.9,39,27,33,75,6.1,18.4,W,64%,1.8
Gujarat,Surat,Apr-21,79.9,29,17,23,41,7.2,9.2,N,35%,1.6
Karnataka,Bengaluru,Oct-20,29.2,42,31,36.5,49,7.4,20.6,NW,81%,0.1
Tamil Nadu,Tiruchirappalli,Jan-20,61.7,32,27,29.5,34,7.5,17.5,NW,43%,0.7
Karnataka,Bengaluru,Feb-22,18.5,29,24,26.5,78,8.6,21.9,SW,60%,1.5
Maharashtra,Nashik,Jul-23,330.2,27,19,23,50,9.9,18.4,N,10%,2.4
Gujarat,Rajkot,Jun-21,258.5,34,24,29,76,4.2,21.9,W,40%,0.8
Maharashtra,Nashik,Jul-23,330.2,27,19,23,50,9.9,18.4,N,10%,2.4
Karnataka,Mangaluru,Jun-20,231.9,31,22,26.5,57,4.6,9.8,E,90%,4.5
Karnataka,Mysuru,Sep-24,397.7,25,16,20.5,47,5.3,16.4,SE,63%,2
Uttar Pradesh,Kanpur,Jul-20,365.4,31,20,25.5,65,7.9,20.9,NE,61%,2.7
Karnataka,Hubli,Jan-22,37.2,37,27,32,75,8.4,20.4,W,59%,0.2
Karnataka,Mangaluru,Oct-23,67.4,29,23,26,35,10,12.2,N,19%,3.6
Gujarat,Ahmedabad,Jan-22,26.9,26,17,21.5,61,7.1,8.1,W,16%,1.7
Tamil Nadu,Madurai,Mar-22,12,39,34,36.5,85,4.7,12.9,SW,73%,2.8
Karnataka,Hubli,Mar-22,49.8,30,20,25,33,4.3,9.9,SW,69%,2.7
Karnataka,Bengaluru,Jan-24,48,35,28,31.5,75,5.3,18.1,NE,38%,1.7
Karnataka,Mysuru,Feb-23,71.2,33,23,28,56,5.3,10.8,NE,28%,2.4
Uttar Pradesh,Kanpur,Feb-21,55.9,42,33,37.5,80,8,7.2,SE,83%,4.6
Maharashtra,Mumbai,Jan-24,34.9,29,17,23,49,6.3,9.2,W,64%,4.8
Tamil Nadu,Madurai,Sep-22,79.9,28,20,24,81,4.6,12,E,77%,1.3
Maharashtra,Pune,Apr-20,19.3,31,23,27,90,7.6,17.6,S,29%,0.9
Tamil Nadu,Coimbatore,Aug-21,361.4,32,21,26.5,61,4.1,6.2,W,30%,2.7
Tamil Nadu,Madurai,Dec-24,37.8,41,29,35,56,8.8,19.3,NE,72%,2.6
Gujarat,Rajkot,Jul-23,396,35,24,29.5,67,8.6,8.4,NE,20%,0.9
Gujarat,Ahmedabad,Apr-20,13.9,34,24,29,69,6.5,20,SE,34%,0.9
Gujarat,Ahmedabad,Jul-24,167.7,27,16,21.5,58,4.8,17.2,E,48%,1.9
Uttar Pradesh,Varanasi,Aug-22,176.3,42,37,39.5,34,8.5,18.7,N,42%,2.1
Uttar Pradesh,Lucknow,Oct-22,13,28,18,23,55,6.1,5.1,S,68%,4.4
Karnataka,Mangaluru,Sep-23,321,32,20,26,60,7.9,18.3,E,29%,4.7
Gujarat,Ahmedabad,Sep-20,203,30,23,26.5,87,8.5,8.5,SE,75%,0.2
Uttar Pradesh,Agra,Aug-24,111.4,40,29,34.5,38,4.6,9.9,W,42%,1.7
Uttar Pradesh,Kanpur,May-23,20.1,31,20,25.5,85,5.2,10,SE,55%,4.6
Tamil Nadu,Tiruchirappalli,Sep-23,188.8,30,19,24.5,72,5.2,23.1,S,59%,3
Karnataka,Hubli,Jan-23,5.9,30,19,24.5,78,6.3,10.9,W,40%,1.8
Tamil Nadu,Tiruchirappalli,Oct-20,26.2,41,36,38.5,36,8.1,8.2,SE,79%,4.7
Gujarat,Surat,Mar-21,2.4,39,27,33,37,5.3,8.4,NE,54%,2.7
Karnataka,Bengaluru,Jun-21,214,40,32,36,41,5.5,13.6,W,61%,3.2
Maharashtra,Nagpur,Jan-24,0.8,37,31,34,70,5.6,10.4,SW,62%,0.6
Uttar Pradesh,Lucknow,Apr-24,11,26,18,22,30,5.4,12.7,NE,42%,4.3
Maharashtra,Mumbai,Nov-20,36.6,33,21,27,90,9.6,23,W,10%,0.5
Uttar Pradesh,Kanpur,Dec-20,21.7,27,18,22.5,43,7.9,10.6,NE,48%,2.8
Uttar Pradesh,Agra,Aug-20,395.3,41,34,37.5,32,4.1,12.9,N,58%,4.5
Tamil Nadu,Coimbatore,Nov-21,15.7,40,35,37.5,78,8.4,16.2,NE,24%,4.8
Karnataka,Bengaluru,Aug-24,383.6,26,19,22.5,90,6.9,17.6,SW,44%,1.3
Karnataka,Mysuru,Feb-24,18.9,40,31,35.5,62,8.5,23.6,SE,40%,2.4
Gujarat,Vadodara,Apr-23,12,26,19,22.5,60,6.4,17.6,SE,59%,3
Karnataka,Mysuru,Jan-23,37.5,42,33,37.5,72,6,19.3,E,16%,4.6
Gujarat,Rajkot,Jan-21,1.8,41,31,36,35,6.4,14.4,W,12%,2.4
Maharashtra,Mumbai,Jan-23,6.4,32,25,28.5,48,6.6,19.6,E,39%,3.7
Gujarat,Rajkot,May-22,74.9,32,20,26,33,4.7,12.9,NE,16%,0.6
Maharashtra,Nashik,Oct-23,54.3,39,28,33.5,67,8.1,6.6,NE,48%,4.8
Tamil Nadu,Tiruchirappalli,Jun-21,8.8,40,35,37.5,39,7.6,11.8,W,27%,0.3
Maharashtra,Pune,Jun-23,273.1,40,29,34.5,79,6.6,18.1,NE,88%,2.3
Tamil Nadu,Tiruchirappalli,Aug-24,196.2,29,18,23.5,64,5.6,18.3,S,26%,1.8
Maharashtra,Nashik,Aug-22,3.8,34,29,31.5,47,5.3,23,W,90%,0.6
Maharashtra,Nashik,Apr-24,4.4,38,27,32.5,52,7,5.1,E,23%,3.7
Gujarat,Ahmedabad,Feb-23,45.2,37,25,31,79,6.9,10.7,S,11%,2.2
Tamil Nadu,Coimbatore,May-23,49.6,41,33,37,35,8,21.7,NW,29%,4.5
Tamil Nadu,Coimbatore,May-20,11.1,32,22,27,43,6.1,11.8,NE,48%,2.9
Karnataka,Bengaluru,May-21,65.6,31,25,28,56,5.3,16,W,36%,4.3
Tamil Nadu,Chennai,Mar-23,31.5,40,35,37.5,88,5.6,13.4,E,65%,1.7
Karnataka,Bengaluru,Apr-20,69.1,38,29,33.5,57,7.4,18.2,NE,72%,3.1
Karnataka,Hubli,Jan-23,5.9,30,19,24.5,78,6.3,10.9,W,40%,1.8
Gujarat,Rajkot,Sep-21,141.2,26,16,21,61,7.4,8.2,SE,24%,4.6
Gujarat,Vadodara,Mar-23,39.5,31,19,25,56,7.8,13.4,SW,48%,3.1
Karnataka,Hubli,Jun-20,275.3,34,24,29,65,8.7,6.7,SW,44%,4.5
Karnataka,Hubli,Jun-20,275.3,34,24,29,65,8.7,6.7,SW,44%,4.5
Uttar Pradesh,Agra,Oct-21,20.8,40,32,36,56,9.6,9.1,N,74%,0.3
Karnataka,Hubli,Feb-21,41.8,28,21,24.5,47,8.2,10.6,NW,88%,2
Maharashtra,Mumbai,May-22,24.2,27,18,22.5,90,5.4,15.6,SW,88%,0.7
Tamil Nadu,Tiruchirappalli,Mar-24,65.9,39,27,33,75,6.1,18.4,W,64%,1.8
Tamil Nadu,Madurai,Nov-23,70.5,30,21,25.5,69,6.7,8.6,SW,88%,3
Maharashtra,Nashik,Dec-21,65.7,31,20,25.5,81,5.4,24.8,N,28%,2.7
Gujarat,Vadodara,Dec-23,37.5,36,28,32,77,6.9,18.6,NE,64%,0.1
Gujarat,Vadodara,Sep-20,51.7,29,21,25,62,9.1,13,S,90%,2.1
Karnataka,Bengaluru,Dec-23,5.2,39,33,36,55,8.3,10.1,SW,71%,0.3
Maharashtra,Mumbai,Oct-24,28.2,27,20,23.5,30,8.8,15.9,N,26%,3
Tamil Nadu,Coimbatore,Dec-24,40.2,26,20,23,34,6.6,17.1,NE,90%,1.5
Maharashtra,Nashik,May-21,63.1,40,31,35.5,83,8.3,8.7,E,27%,1.1
Tamil Nadu,Chennai,Apr-20,72.3,32,27,29.5,57,7.8,23,SW,66%,4.3
Gujarat,Rajkot,Dec-22,55.3,32,26,29,33,9,13.4,S,83%,2.5
Maharashtra,Nashik,May-22,23.7,31,24,27.5,82,7.3,20.8,N,58%,2.8
Maharashtra,Nashik,Dec-21,65.7,31,20,25.5,81,5.4,24.8,N,28%,2.7
Gujarat,Ahmedabad,Aug-24,260.8,28,19,23.5,90,9.9,23.4,W,59%,1.9
Gujarat,Surat,Oct-21,26.6,25,13,19,68,7.5,22.3,NW,79%,1.5
Tamil Nadu,Tiruchirappalli,Aug-21,280.1,39,28,33.5,86,5.6,13.1,NE,71%,4.4
Tamil Nadu,Madurai,Feb-21,35.5,32,21,26.5,35,7.3,19.7,W,59%,1.3
Uttar Pradesh,Varanasi,Mar-21,43.2,34,22,28,86,9.3,19.5,E,45%,0
Tamil Nadu,Madurai,Jun-24,385.8,35,25,30,81,4.4,6.9,E,29%,0.2
Maharashtra,Nashik,Feb-23,57.5,30,25,27.5,76,4.9,18.1,W,54%,1.3
Karnataka,Mangaluru,Nov-22,64.5,42,37,39.5,63,8.8,20.8,S,37%,1.3
Tamil Nadu,Madurai,Aug-20,111.9,31,22,26.5,90,8.2,15,NW,89%,2.6
Tamil Nadu,Chennai,Aug-24,115.7,28,21,24.5,45,4.7,7.4,S,27%,3.2
Karnataka,Mysuru,Jan-23,37.5,42,33,37.5,72,6,19.3,E,16%,4.6
Uttar Pradesh,Agra,Apr-24,46.9,29,18,23.5,60,5.2,9,NW,71%,3
Maharashtra,Nagpur,Aug-21,210.4,29,20,24.5,89,5.5,20.6,S,51%,4.6
Maharashtra,Nagpur,Mar-21,14.4,41,34,37.5,67,6.3,11.4,W,46%,0.3
Maharashtra,Nagpur,Nov-23,44.3,42,30,36,43,5.6,24.3,SE,47%,2.9
Tamil Nadu,Coimbatore,Jan-24,44.3,31,22,26.5,56,8.1,22.3,NE,63%,1.6
Uttar Pradesh,Kanpur,Jul-20,365.4,31,20,25.5,65,7.9,20.9,NE,61%,2.7
Karnataka,Mysuru,Jul-23,163.8,32,26,29,57,8.4,14.9,W,75%,0.8
Uttar Pradesh,Kanpur,Jan-24,14.2,32,23,27.5,38,5.9,24.3,N,85%,0.2
Uttar Pradesh,Kanpur,Jun-21,213.8,34,27,30.5,62,9.5,14.7,W,31%,0.3
Uttar Pradesh,Varanasi,Aug-20,197.2,39,32,35.5,34,6.5,21.2,E,40%,1.2
Tamil Nadu,Tiruchirappalli,Jan-20,61.7,32,27,29.5,34,7.5,17.5,NW,43%,0.7
Maharashtra,Nashik,May-20,49.6,42,35,38.5,30,6.6,23.2,NW,54%,1.8
Tamil Nadu,Coimbatore,Aug-22,317.7,35,27,31,45,7.3,24.1,N,84%,3.8
Maharashtra,Mumbai,Dec-22,41.3,35,25,30,62,6.3,8.6,NE,30%,0.7
Maharashtra,Nagpur,Dec-20,42.8,28,19,23.5,74,5.3,17.6,SE,75%,1.9
Uttar Pradesh,Lucknow,Jun-22,257.1,26,18,22,41,5.2,13.7,N,75%,3
Maharashtra,Pune,Jan-24,54.4,33,24,28.5,86,4.5,24,N,80%,3.1
Tamil Nadu,Tiruchirappalli,Apr-21,58.9,26,20,23,54,8,15.4,NE,70%,2.4
Karnataka,Mysuru,May-24,8.3,38,26,32,61,9.4,7.4,NW,79%,1.3
Karnataka,Mysuru,Aug-20,96.2,37,30,33.5,82,9,13.4,SE,70%,1.4
Uttar Pradesh,Agra,Sep-20,17.2,36,25,30.5,41,4.2,5,SW,87%,4.1
Gujarat,Rajkot,Aug-21,282.9,36,30,33,50,9.7,5.1,S,37%,3.6
Tamil Nadu,Coimbatore,Feb-21,67.5,32,26,29,83,8.5,11.8,SE,68%,4.7
Uttar Pradesh,Varanasi,Nov-22,21.7,35,26,30.5,38,9.7,16.2,NE,52%,1.3
Maharashtra,Nagpur,Oct-22,36.1,38,29,33.5,42,9.5,19.9,W,62%,0.8
Karnataka,Bengaluru,Nov-24,7,42,37,39.5,78,9.2,19.4,W,54%,2.1
Uttar Pradesh,Varanasi,Aug-24,103.9,26,19,22.5,68,4.7,5.2,S,37%,0.9
Maharashtra,Nashik,Jun-24,395,31,19,25,43,7.9,9,S,79%,4.9
Tamil Nadu,Madurai,Dec-24,37.8,41,29,35,56,8.8,19.3,NE,72%,2.6
Maharashtra,Mumbai,Dec-23,38.8,38,30,34,59,6,18,SW,80%,1
Tamil Nadu,Coimbatore,Nov-20,35.9,34,29,31.5,48,5.4,20.1,E,43%,1.6
Karnataka,Mysuru,Oct-24,24.8,29,20,24.5,90,7.9,23,NW,13%,3.7
Gujarat,Surat,Jul-22,223.4,33,24,28.5,49,5.2,16.2,SE,11%,1.5
Gujarat,Rajkot,Jul-22,292.6,41,33,37,51,9.7,14.9,S,44%,0.4
Tamil Nadu,Madurai,Oct-21,70.7,25,15,20,80,4.7,21.7,S,40%,1.9
Gujarat,Rajkot,Nov-22,9,37,31,34,87,4.1,21.3,W,67%,4
Gujarat,Vadodara,Oct-22,23.3,29,19,24,75,9.1,11.9,NW,54%,3.9
Karnataka,Mysuru,May-22,54.9,31,26,28.5,43,5.2,13.6,NW,34%,4.1
Karnataka,Hubli,Nov-21,0.7,42,37,39.5,62,5.5,14.5,S,19%,1
Maharashtra,Mumbai,Jun-23,204.3,28,20,24,89,9.8,14.5,SE,29%,0.9
Uttar Pradesh,Kanpur,Dec-21,50.2,29,19,24,45,6.1,7.8,SE,66%,4.1
Karnataka,Hubli,Jun-20,275.3,34,24,29,65,8.7,6.7,SW,44%,4.5
Uttar Pradesh,Kanpur,Dec-23,12.6,35,27,31,68,6.4,18,E,73%,2.9
Karnataka,Mysuru,Nov-23,52.9,32,27,29.5,89,8.3,24.1,NW,58%,0.7
Uttar Pradesh,Kanpur,Jun-21,213.8,34,27,30.5,62,9.5,14.7,W,31%,0.3
Uttar Pradesh,Lucknow,Jun-21,230.7,36,27,31.5,46,4.9,19.3,SW,17%,4.8
Maharashtra,Nashik,Aug-22,3.8,34,29,31.5,47,5.3,23,W,90%,0.6
Karnataka,Mangaluru,Aug-20,341.8,28,22,25,31,6.6,17.4,SE,79%,2.4
Uttar Pradesh,Lucknow,Dec-24,13.4,36,31,33.5,86,6.7,7.6,NW,79%,4.9
Karnataka,Bengaluru,Dec-24,30,28,19,23.5,89,4.2,9.5,N,25%,1.1
Uttar Pradesh,Kanpur,Oct-22,77.7,33,27,30,80,8.4,23,NE,52%,3.1
Karnataka,Mysuru,Apr-21,68.4,35,24,29.5,63,4.1,5.4,NW,71%,0.1
Maharashtra,Pune,Nov-22,13.2,41,36,38.5,84,7.3,19.6,E,86%,0.7
Uttar Pradesh,Kanpur,May-22,51.3,39,29,34,32,8,11.5,N,38%,2.9
Tamil Nadu,Madurai,Aug-23,243,29,22,25.5,71,4.7,6.1,N,33%,1.4
Tamil Nadu,Tiruchirappalli,Jul-20,222.8,31,19,25,36,6.7,18,SW,80%,1.6
Karnataka,Hubli,Jul-22,165.2,42,37,39.5,76,5.4,15.7,NW,77%,1
Maharashtra,Mumbai,Dec-23,38.8,38,30,34,59,6,18,SW,80%,1
Gujarat,Surat,Sep-20,395.1,35,28,31.5,47,6.9,7.2,NW,49%,3.4
Maharashtra,Mumbai,Jan-21,14.3,31,23,27,85,9.7,13.6,SW,10%,4.9
Karnataka,Hubli,Jan-22,37.2,37,27,32,75,8.4,20.4,W,59%,0.2
Gujarat,Vadodara,Oct-23,37.5,27,15,21,54,4.1,6.5,NE,61%,1.8
Gujarat,Vadodara,May-21,72,30,22,26,90,4.8,13.5,NE,65%,4
Uttar Pradesh,Lucknow,Oct-23,66.8,41,29,35,88,6.7,10.2,SE,51%,0.2
Karnataka,Mangaluru,Jun-21,101,42,33,37.5,65,8.3,10,E,46%,3.5
Maharashtra,Mumbai,Jun-24,287.8,39,34,36.5,42,9.5,21.1,SW,43%,0.8
Karnataka,Hubli,Apr-21,36.2,27,20,23.5,71,5,17.3,NW,51%,3
Maharashtra,Nagpur,Dec-20,42.8,28,19,23.5,74,5.3,17.6,SE,75%,1.9
Maharashtra,Nashik,Dec-22,17,27,19,23,57,8.4,7.2,E,78%,1.4
Gujarat,Ahmedabad,Nov-22,44.8,31,21,26,34,7,24.5,W,19%,2.5
Tamil Nadu,Chennai,Sep-21,142.7,40,34,37,63,4.1,16.8,NE,90%,2.9
Karnataka,Mysuru,Feb-22,23.6,41,30,35.5,83,6.1,15.2,S,34%,4.3
Maharashtra,Pune,Dec-22,66.6,29,21,25,41,8.8,8.9,W,87%,0.8
Maharashtra,Nashik,Sep-24,365.8,38,26,32,45,9.8,20.7,SE,21%,2.4
Karnataka,Mysuru,Sep-22,116,39,33,36,55,4.1,15,NW,78%,0.3
Gujarat,Surat,Aug-21,134.9,38,30,34,36,8.8,10.3,NE,14%,4.3
Karnataka,Bengaluru,Jun-24,147.6,26,19,22.5,67,6.7,12.1,NE,32%,1.2
Tamil Nadu,Madurai,Dec-21,7.3,31,21,26,50,9.8,10.9,SE,78%,2.9
Maharashtra,Pune,Mar-23,4.2,37,28,32.5,51,5.8,17.9,NW,89%,2.4
Uttar Pradesh,Varanasi,May-23,69.2,34,24,29,76,7.1,15.3,E,77%,4.6
Gujarat,Ahmedabad,Aug-22,202.9,29,18,23.5,37,7.1,20.5,W,18%,3.7
Uttar Pradesh,Lucknow,Feb-21,12,30,18,24,77,4.6,17.3,N,29%,1
Tamil Nadu,Chennai,Sep-23,88.4,26,20,23,73,7.3,18.3,W,81%,3.4
Tamil Nadu,Madurai,May-22,40.6,25,19,22,75,9.3,13.9,NW,83%,4.8
Karnataka,Mangaluru,Mar-24,43.1,26,19,22.5,38,9.2,12.7,E,29%,1.7
Gujarat,Rajkot,Oct-24,62.1,38,33,35.5,47,4.9,22.1,S,38%,1.6
Maharashtra,Nagpur,Apr-21,63.9,29,21,25,70,8.9,11.8,SE,75%,4.2
Uttar Pradesh,Lucknow,Nov-24,6.1,39,33,36,58,9.6,22.1,N,36%,3.9
Gujarat,Ahmedabad,Jan-24,59,41,33,37,45,8.8,5.6,NW,40%,0.7
